,Player Name,Goals/90min,Assists/90min,Yel/90min,Red/90min,SpG,PS%,Rating,Tackles,Inter,Fouls (def),Offsides,Clear,DrB (def),Blocks,DrB (off),Fouled (off),Off (off),Disp (off),KeyP,AvgP,Crosses,LongB,ThrB,OutOfBox,SixYardBox,PenaltyArea,Playing_Nature,Vertical Position,Horizontal Position
8127,Kevin Monnet Paquet,0.1,0.15,0.0,0.0,0.9,78.0,6.47,1.1,0.4,1.1,0.0,0.6,1.2,0.1,0.7,0.5,0.2,1.7,0.7,21.5,0.2,0.2,0.0,0.2,0.1,0.6,Attacking,Mid,Left
8129,Assane Diousse,0.07,0.0,0.27,0.0,0.4,85.1,6.35,1.3,0.4,1.0,0.0,0.6,0.8,0.1,0.5,0.6,0.1,0.9,0.3,34.0,0.0,2.4,0.0,0.3,0.0,0.1,Neutral,Mid,Center
8130,Lois Diony,0.0,0.0,0.0,0.0,0.7,63.6,6.2,0.3,0.0,0.7,0.0,0.3,0.2,0.0,0.4,1.0,0.3,1.2,0.3,9.5,0.0,0.0,0.0,0.1,0.1,0.5,Attacking,Forward,Center
8131,Cheikh M Bengue,0.0,0.0,0.37,0.0,0.1,76.5,6.26,1.1,1.1,1.6,0.0,2.1,0.0,0.6,0.1,0.4,0.0,0.1,0.1,23.7,0.0,1.9,0.1,0.0,0.0,0.1,Defensive,Back,Left
8132,Florentin Pogba,0.0,0.0,0.29,0.0,0.1,80.9,6.44,1.1,1.3,0.5,0.2,2.8,0.4,0.3,0.6,0.5,0.2,0.3,0.2,33.1,0.2,3.2,0.0,0.0,0.1,0.0,Defensive,Back,Center
8135,Mario Balotelli,0.87,0.06,0.45,0.03,4.2,76.4,7.33,0.3,0.3,2.0,0.0,0.7,0.2,0.1,1.2,2.5,0.7,1.6,1.1,28.9,0.1,1.9,0.2,2.2,0.3,1.7,Attacking,Forward,Center
8136,Allan Saint Maximin,0.17,0.28,0.07,0.0,1.4,77.8,7.17,0.5,0.3,0.3,0.0,0.2,0.5,0.0,3.4,1.3,0.2,2.4,1.5,27.5,0.6,0.9,0.0,0.5,0.1,0.8,Attacking,Forward,Right
8137,Alassane Plea,0.52,0.15,0.17,0.0,3.0,80.8,7.14,0.4,0.2,1.1,0.0,0.5,0.7,0.1,1.8,1.5,0.4,1.7,0.9,29.6,0.0,1.1,0.1,0.8,0.1,2.1,Attacking,Forward,Center
8138,Pierre Lees Melou,0.13,0.18,0.18,0.03,1.5,85.8,7.03,2.2,1.0,1.5,0.0,0.9,1.4,0.3,0.9,1.0,0.2,1.1,1.7,45.0,0.9,2.3,0.0,0.7,0.0,0.8,Neutral,Mid,Center
8139,Racine Coly,0.0,0.0,0.47,0.12,0.2,86.9,7.0,2.1,2.3,2.2,0.1,2.0,1.1,0.2,2.2,1.2,0.1,1.0,0.1,52.6,0.3,1.0,0.0,0.1,0.0,0.1,Defensive,Back,Left
8140,Arnaud Souquet,0.03,0.1,0.13,0.0,0.2,87.9,6.97,3.0,1.4,0.9,0.3,2.2,0.7,0.5,0.8,1.5,0.0,0.8,0.5,50.7,0.5,2.1,0.0,0.1,0.0,0.1,Defensive,Back,Right
8141,Jean Michael Seri,0.06,0.18,0.15,0.0,1.1,90.6,6.91,0.9,0.7,0.9,0.0,0.5,1.4,0.2,1.2,1.9,0.0,0.8,2.1,87.6,0.9,5.3,0.0,0.8,0.0,0.3,Neutral,Mid,Center
8142,Adrien Tameze,0.05,0.05,0.15,0.0,0.3,92.0,6.8,1.8,1.4,0.8,0.0,0.7,0.7,0.2,1.3,1.0,0.0,1.0,0.3,44.0,0.0,2.2,0.0,0.2,0.0,0.1,Neutral,Mid,Center
8143,Maxime Le Marchand,0.0,0.09,0.12,0.0,0.4,89.5,6.87,1.6,2.4,0.8,0.4,2.7,0.6,0.5,0.6,0.5,0.0,0.5,0.4,66.1,0.2,3.0,0.0,0.2,0.0,0.1,Defensive,Back,Center
8144,Patrick Burner,0.0,0.0,0.21,0.0,0.2,87.4,6.76,1.3,1.2,0.8,0.3,1.8,0.9,0.1,1.7,1.1,0.0,0.4,0.8,43.7,0.2,1.2,0.0,0.1,0.0,0.1,Defensive,Back,Right
8146,Dante,0.05,0.02,0.22,0.02,0.6,92.7,6.74,1.3,1.5,0.8,0.6,3.6,0.5,0.7,0.3,0.7,0.0,0.1,0.2,73.6,0.0,5.1,0.0,0.1,0.0,0.5,Defensive,Back,Center
8147,Wesley Sneijder,0.0,0.16,0.0,0.0,2.9,84.8,6.7,0.3,0.3,0.7,0.0,0.3,0.4,0.0,1.3,0.9,0.0,0.9,2.1,59.4,1.0,2.0,0.1,2.6,0.0,0.3,Attacking,Mid,Center
8148,Christophe Jallet,0.0,0.0,0.22,0.0,0.3,88.4,6.74,2.0,1.1,0.6,0.3,2.6,0.9,0.4,0.4,0.3,0.1,0.7,0.8,50.7,0.2,2.4,0.0,0.2,0.0,0.1,Defensive,Back,Left
8149,Remi Walter,0.05,0.05,0.05,0.0,0.7,86.7,6.62,1.7,0.7,1.0,0.0,0.8,1.2,0.2,1.3,0.4,0.0,1.3,0.4,33.6,0.1,1.6,0.0,0.4,0.0,0.2,Defensive,Mid,Center
8150,Wylan Cyprien,0.15,0.15,0.15,0.0,1.2,89.5,6.62,0.7,0.7,0.3,0.0,0.3,0.5,0.1,0.4,1.0,0.0,0.9,1.3,56.3,0.7,3.2,0.1,0.9,0.1,0.2,Neutral,Mid,Center
8152,Malang Sarr,0.0,0.0,0.11,0.0,0.3,88.9,6.54,1.1,1.5,0.7,0.2,1.9,0.6,0.3,0.3,0.8,0.0,0.3,0.2,53.5,0.0,4.0,0.0,0.1,0.1,0.1,Defensive,Back,Center
8154,Marlon Santos,0.0,0.0,0.17,0.04,0.2,94.6,6.53,1.5,0.7,0.8,0.5,2.5,0.3,0.5,0.4,0.5,0.0,0.1,0.2,59.1,0.0,2.8,0.0,0.0,0.0,0.2,Defensive,Back,Center
8155,Vincent Koziello,0.05,0.0,0.28,0.05,0.2,93.0,6.5,1.8,1.2,0.9,0.0,0.5,0.8,0.1,0.3,0.9,0.0,0.8,0.5,46.2,0.1,1.9,0.0,0.2,0.0,0.1,Neutral,Mid,Center
8159,Nampalys Mendy,0.0,0.07,0.22,0.0,0.1,91.9,6.35,1.3,1.1,1.1,0.0,0.4,0.8,0.1,0.2,1.2,0.0,0.3,0.2,56.1,0.0,2.6,0.0,0.1,0.0,0.0,Neutral,Mid,Center
8168,Leo Dubois,0.12,0.12,0.18,0.0,1.3,75.4,7.12,1.5,1.5,0.7,0.0,2.4,0.8,0.4,1.1,0.9,0.1,0.9,1.7,40.4,1.8,2.9,0.0,0.9,0.0,0.4,Defensive,Back,Right
8169,Lima,0.1,0.1,0.1,0.03,1.0,69.9,7.05,2.2,1.2,0.8,0.0,2.1,1.1,0.2,0.7,0.8,0.1,1.1,1.6,32.1,2.2,1.9,0.0,0.8,0.0,0.2,Defensive,Back,Left
8170,Diego Carlos,0.04,0.0,0.27,0.0,0.9,76.1,6.95,2.5,1.0,1.3,0.5,5.3,0.4,1.0,0.1,0.6,0.1,0.3,0.3,31.9,0.0,2.6,0.0,0.4,0.0,0.5,Defensive,Back,Center
8171,Abdoulaye Toure,0.03,0.03,0.1,0.0,1.1,79.4,6.94,2.1,1.7,1.5,0.0,1.2,1.2,0.3,1.3,1.5,0.0,1.3,0.5,37.4,0.1,2.2,0.0,1.0,0.0,0.2,Neutral,Mid,Center
8172,Koffi Djidji,0.0,0.0,0.07,0.0,0.3,76.2,6.83,1.9,1.5,0.8,0.3,3.7,0.3,0.5,0.4,0.3,0.0,0.3,0.2,28.1,0.2,2.1,0.0,0.2,0.0,0.1,Defensive,Back,Left
8173,Valentin Rongier,0.08,0.08,0.04,0.0,0.9,87.2,6.75,2.3,1.3,1.3,0.0,0.3,1.4,0.2,1.1,0.7,0.1,1.6,0.9,41.6,0.1,1.9,0.0,0.7,0.0,0.2,Attacking,Mid,Center
8174,Emiliano Sala,0.42,0.12,0.09,0.03,2.6,62.3,6.74,0.5,0.3,1.4,0.0,1.4,0.8,0.1,0.8,1.6,0.9,2.2,1.0,23.0,0.1,0.3,0.1,0.3,0.3,2.1,Attacking,Forward,Center
8175,Chidozie Awaziem,0.06,0.06,0.12,0.06,0.6,76.5,6.7,2.0,0.7,1.0,0.4,4.1,0.5,0.5,0.2,0.5,0.0,0.5,0.2,26.7,0.0,2.2,0.0,0.2,0.0,0.4,Defensive,Back,Center
8177,Andrei Girotto,0.06,0.06,0.47,0.0,1.2,76.4,6.69,2.3,0.6,1.3,0.0,1.7,1.2,0.3,0.4,0.8,0.0,0.4,0.5,25.6,0.1,1.7,0.0,0.9,0.1,0.3,Defensive,Mid,Center
8178,Adrien Thomasson,0.24,0.1,0.14,0.0,1.6,77.4,6.69,2.0,0.5,0.8,0.0,0.5,1.4,0.1,0.6,0.9,0.2,1.3,0.9,34.7,0.2,0.7,0.1,0.6,0.1,1.0,Attacking,Mid,Left
8179,Rene Krhin,0.07,0.0,0.34,0.0,0.6,83.6,6.68,1.0,0.9,0.9,0.1,2.1,0.8,0.1,0.7,1.3,0.1,0.2,0.1,28.2,0.0,1.4,0.0,0.2,0.1,0.4,Defensive,Mid,Center
8180,Nicolas Pallois,0.0,0.11,0.22,0.07,0.3,72.6,6.65,1.4,1.3,0.5,0.2,6.1,0.6,0.7,0.7,0.2,0.0,0.2,0.3,28.5,0.0,3.3,0.0,0.2,0.0,0.1,Defensive,Back,Center
8184,Prejuce Nakoulma,0.23,0.0,0.31,0.0,1.5,77.7,6.45,0.6,0.3,1.9,0.0,0.0,0.3,0.0,1.1,1.4,0.6,2.3,0.7,18.7,0.1,0.5,0.0,0.4,0.2,0.9,Attacking,Forward,Center
8194,Nordi Mukiele,0.0,0.03,0.16,0.0,0.6,78.7,7.2,2.1,2.2,1.0,0.3,3.0,0.6,0.4,1.2,2.0,0.0,0.8,1.1,45.5,0.7,3.0,0.1,0.3,0.0,0.2,Defensive,Back,Center
8195,Ellyes Skhiri,0.12,0.03,0.24,0.0,1.1,83.8,7.13,2.5,2.1,1.0,0.0,1.4,1.4,0.3,1.1,0.9,0.0,0.6,0.9,43.6,0.0,3.4,0.0,0.9,0.1,0.2,Neutral,Mid,Center
8196,Jerome Roussillon,0.14,0.14,0.1,0.0,0.9,79.2,7.11,1.8,0.7,0.5,0.0,1.9,0.5,0.1,1.7,1.2,0.2,1.0,1.2,32.3,0.9,1.5,0.0,0.4,0.1,0.5,Defensive,Back,Left
8197,Ruben Aguilar,0.0,0.07,0.07,0.0,0.5,79.6,7.08,2.9,1.2,0.9,0.1,2.5,1.1,0.1,0.9,1.6,0.1,0.9,1.2,35.5,0.8,1.1,0.0,0.2,0.0,0.3,Defensive,Mid,Right
8198,Hilton,0.0,0.0,0.22,0.0,0.7,79.2,6.96,1.6,2.1,0.8,0.5,5.0,0.9,0.5,0.3,0.9,0.1,0.0,0.3,39.5,0.0,6.2,0.0,0.0,0.1,0.6,Defensive,Back,Center
8199,Ambroise Oyongo,0.0,0.0,0.0,0.0,0.3,81.7,6.92,0.7,2.0,0.3,0.0,1.3,0.3,0.3,2.0,1.0,0.0,0.7,0.7,23.7,0.7,1.3,0.0,0.3,0.0,0.0,Neutral,Mid,Left
8200,Pedro Mendes,0.03,0.03,0.41,0.03,0.3,82.1,6.9,1.8,1.3,1.2,0.4,4.0,0.5,0.7,0.4,1.5,0.0,0.3,0.2,40.7,0.0,4.4,0.0,0.1,0.0,0.2,Defensive,Back,Center
8201,Daniel Congre,0.07,0.0,0.14,0.0,0.3,83.9,6.86,1.9,1.8,0.8,0.3,3.7,0.9,0.5,0.1,0.8,0.0,0.1,0.2,38.8,0.1,2.8,0.0,0.0,0.0,0.3,Defensive,Back,Center
8204,Giovanni Sio,0.41,0.12,0.2,0.04,2.5,68.6,6.76,0.4,0.2,1.8,0.0,0.7,0.6,0.0,0.6,1.3,0.8,1.4,0.6,18.2,0.2,0.2,0.0,0.6,0.2,1.6,Attacking,Forward,Center
8205,Nicolas Cozza,0.16,0.16,0.31,0.0,0.8,77.0,6.64,2.3,1.6,0.8,0.0,1.1,1.0,0.2,0.9,0.7,0.0,1.1,0.3,27.1,0.1,0.8,0.0,0.4,0.0,0.3,Defensive,Mid,Left
8206,Stephane Sessegnon,0.19,0.15,0.11,0.0,1.7,79.6,7.07,0.6,0.2,0.8,0.0,0.3,0.6,0.1,2.5,2.0,0.0,1.5,1.8,34.1,1.1,2.2,0.1,1.0,0.1,0.6,Attacking,Mid,Center
8208,Jonathan Ikone,0.18,0.09,0.0,0.0,1.0,72.5,6.58,0.7,0.3,0.6,0.0,0.2,0.6,0.0,1.8,0.4,0.0,1.5,0.7,20.4,0.2,0.6,0.2,0.6,0.0,0.4,Attacking,Mid,Center
8214,Kevin Berigaud,1.31,0.65,0.0,0.0,0.8,81.7,6.3,0.8,0.0,0.4,0.0,0.2,0.8,0.0,0.6,0.6,0.0,1.0,1.2,14.2,0.0,0.0,0.0,0.2,0.2,0.4,Attacking,Mid,Center
8215,Naim Sliti,0.27,0.24,0.08,0.0,1.8,70.8,7.31,1.5,0.4,0.7,0.0,0.2,1.0,0.1,3.3,2.0,0.3,2.3,1.8,24.8,1.1,1.2,0.1,1.1,0.1,0.7,Attacking,Forward,Left
8216,Julio Tavares,0.57,0.09,0.13,0.0,2.0,60.3,7.22,0.1,0.1,1.1,0.0,1.4,0.4,0.2,0.4,1.1,0.5,0.7,1.0,20.1,0.1,0.1,0.0,0.2,0.1,1.7,Attacking,Forward,Center
8217,Papy Djilobodji,0.03,0.03,0.13,0.03,0.6,79.4,6.97,1.5,2.4,0.8,0.8,6.7,0.7,0.8,0.5,0.9,0.0,0.4,0.3,51.0,0.0,5.9,0.0,0.1,0.0,0.5,Defensive,Back,Center
8219,Romain Amalfitano,0.0,0.1,0.17,0.0,0.4,82.4,6.84,1.8,2.6,1.1,0.0,0.9,1.3,0.2,1.4,1.6,0.0,1.5,0.7,41.8,0.2,4.2,0.2,0.3,0.0,0.0,Neutral,Mid,Center
8220,Cedric Varrault,0.1,0.0,0.0,0.0,0.3,84.6,6.81,1.2,1.5,0.5,0.5,6.5,0.3,1.0,0.3,0.9,0.0,0.0,0.3,39.6,0.0,2.1,0.0,0.0,0.0,0.3,Defensive,Back,Center
8221,Kwon Chang Hoon,0.5,0.13,0.13,0.0,1.9,72.1,6.79,1.1,0.7,0.7,0.0,0.7,0.7,0.0,0.8,1.4,0.4,1.3,0.9,17.9,0.5,0.7,0.0,0.9,0.0,1.1,Neutral,Mid,Right
8222,Wesley Said,0.44,0.1,0.2,0.0,1.7,77.6,6.79,1.1,0.5,1.3,0.0,0.1,0.7,0.0,1.1,0.6,0.2,0.9,0.5,16.4,0.1,0.3,0.0,0.6,0.0,1.1,Attacking,Forward,Center
8223,Xeka,0.13,0.19,0.26,0.0,1.9,81.3,6.73,1.4,0.9,1.8,0.1,1.2,1.6,0.1,0.8,1.7,0.0,1.4,1.3,37.7,0.8,3.2,0.1,1.1,0.0,0.8,Neutral,Mid,Center
8224,Fouad Chafik,0.0,0.11,0.22,0.0,0.2,74.2,6.77,2.5,1.4,0.9,0.1,1.7,0.7,0.0,1.0,0.8,0.1,0.6,0.7,28.3,0.6,1.3,0.0,0.2,0.0,0.0,Defensive,Back,Right
8225,Valentin Rosier,0.0,0.1,0.16,0.0,0.4,79.0,6.74,2.0,1.6,1.7,0.2,2.6,1.2,0.3,1.3,0.6,0.1,1.4,0.4,30.9,0.3,1.3,0.1,0.3,0.0,0.1,Defensive,Back,Right
8226,Cedric Yambere,0.1,0.0,0.22,0.06,0.3,81.8,6.58,1.8,1.7,0.9,0.8,4.1,0.6,0.5,0.6,1.0,0.0,0.1,0.2,41.3,0.0,3.6,0.0,0.0,0.0,0.3,Defensive,Back,Center
8227,Wesley Lautoa,0.0,0.0,0.14,0.0,0.1,82.7,6.56,1.7,1.9,1.0,0.6,2.2,0.6,0.4,0.4,0.9,0.0,0.3,0.0,28.4,0.0,2.0,0.0,0.0,0.0,0.1,Defensive,Back,Center
8229,Benjamin Jeannot,0.26,0.06,0.26,0.0,1.1,70.8,6.51,0.5,0.3,1.0,0.0,1.0,0.5,0.1,0.3,0.7,0.6,1.4,0.5,14.3,0.0,0.3,0.1,0.3,0.1,0.7,Attacking,Forward,Center
8230,Oussama Haddadi,0.04,0.04,0.22,0.04,0.2,75.7,6.5,1.3,1.3,1.3,0.2,1.9,1.0,0.4,0.7,0.4,0.1,0.4,0.7,32.0,0.5,1.9,0.0,0.1,0.0,0.1,Defensive,Back,Left
8231,Mehdi Abeid,0.0,0.08,0.15,0.0,1.1,85.7,6.45,1.2,0.9,1.5,0.0,1.1,1.3,0.3,0.7,0.8,0.1,1.1,0.4,31.3,0.0,1.5,0.0,0.9,0.0,0.2,Neutral,Mid,Center
8233,Jordan Marie,0.05,0.05,0.24,0.0,0.8,83.3,6.42,2.3,1.5,1.0,0.0,0.8,1.8,0.3,0.3,0.6,0.0,0.7,0.4,34.0,0.1,2.9,0.0,0.6,0.0,0.2,Neutral,Mid,Center
8235,Arnold Bouka Moutou,0.0,0.0,0.27,0.0,0.3,76.9,6.31,1.3,0.7,0.2,0.0,0.5,0.3,0.2,1.0,0.8,0.0,0.7,0.7,17.3,1.0,0.5,0.0,0.3,0.0,0.0,Defensive,Back,Left
8240,Clement Grenier,0.37,0.3,0.15,0.0,1.8,72.5,7.09,1.5,0.9,1.5,0.0,0.9,1.9,0.1,1.4,1.1,0.1,1.2,2.2,42.2,1.3,2.4,0.1,1.3,0.0,0.5,Attacking,Mid,Center
8241,Jonathan Pereira,0.0,0.0,0.16,0.0,0.4,82.6,7.03,2.4,2.6,1.1,0.2,2.4,1.1,0.2,0.6,1.2,0.0,0.8,1.1,39.4,0.7,1.6,0.1,0.2,0.0,0.2,Defensive,Back,Right
8242,Yannis Salibur,0.18,0.18,0.24,0.0,2.5,82.8,6.94,0.5,0.3,0.9,0.0,0.1,0.5,0.0,2.3,1.7,0.3,1.4,1.2,24.5,0.8,0.6,0.0,1.5,0.0,1.0,Attacking,Mid,Right
8243,Christophe Kerbrat,0.03,0.0,0.11,0.0,0.2,83.1,6.9,1.7,1.7,0.3,0.7,6.5,0.8,1.1,0.1,0.8,0.0,0.2,0.1,44.2,0.0,4.8,0.0,0.1,0.0,0.1,Defensive,Back,Center
8246,Jimmy Briand,0.31,0.06,0.11,0.0,2.0,75.3,6.79,0.9,0.3,1.3,0.0,1.3,1.0,0.1,0.6,2.6,1.0,1.6,0.8,26.2,0.0,0.3,0.1,0.4,0.2,1.4,Attacking,Forward,Center
8247,Marcus Thuram,0.19,0.05,0.09,0.0,1.6,70.3,6.74,0.6,0.2,1.4,0.0,0.3,0.6,0.0,1.8,1.2,0.5,1.4,0.7,15.3,0.0,0.2,0.1,0.3,0.0,1.3,Attacking,Forward,Center
8248,Felix Eboa Eboa,0.06,0.0,0.12,0.0,0.4,79.5,6.73,0.8,1.7,0.7,0.6,4.8,0.3,0.5,0.5,0.3,0.0,0.3,0.2,28.2,0.0,2.2,0.0,0.1,0.1,0.2,Defensive,Back,Center
8249,Jordan Ikoko,0.0,0.07,0.19,0.0,0.4,81.5,6.73,1.6,1.7,1.0,0.4,2.3,0.7,0.1,0.9,0.6,0.1,0.7,0.7,35.9,0.5,2.1,0.1,0.1,0.0,0.3,Defensive,Back,Right
8250,Pedro Rebocho,0.0,0.1,0.21,0.0,0.1,81.3,6.73,1.4,0.9,0.8,0.4,2.9,0.8,0.3,0.8,0.5,0.0,0.6,0.9,36.6,0.5,2.0,0.0,0.0,0.0,0.1,Defensive,Back,Left
8251,Lucas Deaux,0.09,0.05,0.28,0.05,0.7,81.8,6.73,2.4,1.2,1.5,0.0,0.7,1.8,0.2,0.7,0.8,0.2,0.9,0.5,45.2,0.1,3.0,0.0,0.3,0.1,0.3,Defensive,Mid,Center
8253,Jeremy Sorbon,0.0,0.0,0.03,0.0,0.1,86.3,6.68,1.1,1.8,0.6,1.2,5.0,0.8,0.8,0.0,0.6,0.0,0.3,0.2,38.1,0.0,4.1,0.0,0.0,0.0,0.1,Defensive,Back,Center
8254,Franck Tabanou,0.0,0.17,0.43,0.0,0.1,76.8,6.67,1.5,1.7,1.2,0.1,2.9,1.1,0.2,0.6,1.0,0.2,0.5,0.6,29.1,0.9,2.1,0.0,0.0,0.0,0.1,Defensive,Back,Left
8255,Etienne Didot,0.11,0.05,0.22,0.0,0.6,81.1,6.66,2.3,0.8,1.1,0.0,1.2,1.0,0.3,0.3,0.8,0.0,0.9,0.6,43.0,0.3,2.5,0.0,0.4,0.0,0.1,Defensive,Mid,Center
8257,Abdoul Camara,0.2,0.1,0.0,0.0,1.4,79.5,6.51,0.4,0.5,0.5,0.0,0.3,0.6,0.1,1.1,0.8,0.1,1.0,0.7,19.1,0.6,0.3,0.0,0.6,0.1,0.6,Attacking,Mid,Right
8263,Tanguy NDombele,0.03,0.19,0.14,0.0,0.9,88.7,7.28,2.0,1.2,1.1,0.0,0.3,1.0,0.2,2.7,2.1,0.0,1.6,1.4,46.1,0.1,1.7,0.2,0.7,0.0,0.2,Neutral,Mid,Center
8264,Gael Kakuta,0.17,0.17,0.09,0.0,1.5,69.2,7.12,1.5,0.7,0.5,0.0,0.4,0.9,0.1,2.5,1.8,0.2,3.5,1.8,33.9,1.2,1.3,0.1,1.2,0.0,0.3,Attacking,Mid,Center
8265,Bakaye Dibassy,0.03,0.03,0.13,0.0,0.4,78.6,7.02,2.2,1.8,1.0,0.3,4.3,0.8,0.8,1.2,0.7,0.1,1.0,0.3,32.3,0.1,1.8,0.0,0.1,0.1,0.2,Defensive,Back,Left
8266,Thomas Monconduit,0.03,0.09,0.21,0.03,0.8,79.2,6.94,2.4,1.6,1.9,0.0,2.3,1.6,0.5,1.1,1.4,0.1,0.9,0.7,42.1,0.1,2.3,0.1,0.6,0.0,0.1,Defensive,Mid,Center
8267,Danilo Avelar,0.05,0.0,0.1,0.0,0.3,71.2,6.92,2.0,1.8,1.1,0.3,3.5,1.5,0.3,0.5,0.9,0.0,0.7,0.7,29.9,0.4,1.6,0.0,0.0,0.0,0.3,Defensive,Back,Left
8268,John Stiven Mendoza,0.17,0.0,0.0,0.0,1.9,75.2,6.92,1.4,1.2,0.7,0.0,0.5,0.7,0.1,2.0,0.6,0.0,1.9,1.0,25.2,1.0,0.8,0.0,1.0,0.1,0.8,Attacking,Mid,Left
8270,Khaled Adenon,0.0,0.03,0.31,0.0,0.1,83.1,6.79,1.1,1.9,1.5,0.6,6.3,0.5,0.8,0.1,1.1,0.0,0.2,0.1,33.9,0.0,2.6,0.0,0.0,0.0,0.1,Defensive,Back,Center
8271,Prince,0.0,0.0,0.07,0.1,0.3,80.1,6.78,1.3,1.5,0.8,0.9,5.6,0.3,1.5,0.2,0.8,0.0,0.1,0.1,33.5,0.0,1.5,0.0,0.0,0.1,0.2,Defensive,Back,Center
8272,Issa Cissokho,0.0,0.0,0.17,0.0,0.2,75.6,6.77,1.6,1.8,0.8,0.2,3.7,0.7,0.4,0.4,1.0,0.0,0.3,0.5,32.4,0.4,2.2,0.0,0.1,0.0,0.1,Defensive,Back,Right
8273,Oualid El Hajjam,0.04,0.04,0.25,0.0,0.7,71.0,6.77,2.5,2.2,1.4,0.1,3.3,1.0,0.2,0.7,1.0,0.0,1.1,0.4,28.8,0.2,1.5,0.0,0.4,0.0,0.3,Defensive,Back,Right
8274,Bongani Zungu,0.08,0.0,0.2,0.0,0.3,83.5,6.69,2.1,1.4,1.4,0.0,1.3,1.2,0.2,0.6,1.0,0.0,0.5,0.5,40.5,0.1,2.9,0.0,0.2,0.0,0.1,Defensive,Mid,Center
8275,Moussa Konate,0.65,0.04,0.29,0.0,2.0,65.7,6.64,0.2,0.1,1.5,0.0,0.3,0.6,0.1,0.4,1.6,0.9,1.6,0.5,15.0,0.2,0.2,0.0,0.4,0.4,1.2,Attacking,Forward,Center
8282,Serge Gakpe,0.15,0.15,0.05,0.0,1.0,71.9,6.45,0.6,0.3,0.6,0.0,0.4,0.7,0.0,0.7,0.6,0.3,0.8,0.6,16.4,0.0,0.4,0.0,0.4,0.1,0.5,Attacking,Mid,Right
8291,Flavien Tait,0.16,0.12,0.16,0.04,1.9,76.2,7.02,1.6,0.6,0.9,0.0,0.4,1.9,0.1,2.2,1.6,0.1,1.9,1.2,27.6,0.8,1.0,0.2,1.2,0.0,0.7,Neutral,Mid,Left
8292,Karl Toko Ekambi,0.5,0.18,0.12,0.0,2.8,78.1,6.96,0.5,0.4,0.8,0.0,0.0,0.6,0.0,1.8,0.9,0.8,2.3,1.3,24.2,0.2,0.9,0.1,0.8,0.4,1.6,Attacking,Forward,Center
8293,Thomas Mangani,0.06,0.18,0.24,0.0,1.1,77.0,6.88,2.6,1.1,1.4,0.0,1.2,2.6,0.1,0.6,0.9,0.1,1.2,1.8,55.7,0.9,3.9,0.2,0.6,0.0,0.5,Neutral,Mid,Center
8294,Yoann Andreu,0.04,0.09,0.17,0.0,0.3,80.3,6.87,2.0,1.6,0.9,0.2,2.4,1.0,0.2,0.6,0.7,0.0,0.7,0.6,39.1,0.7,1.4,0.0,0.2,0.0,0.0,Defensive,Back,Left
8295,Pierrick Capelle,0.09,0.05,0.14,0.0,1.4,78.8,6.8,1.8,1.2,1.0,0.0,0.8,1.9,0.0,1.2,0.6,0.0,1.6,1.1,27.1,0.3,1.1,0.1,0.7,0.0,0.7,Neutral,Mid,Left
8296,Jeff Reine Adelaide,0.0,0.0,0.0,0.0,0.4,79.6,6.78,1.3,0.1,0.7,0.1,0.4,1.1,0.2,2.2,1.4,0.1,2.1,0.5,15.2,0.0,0.3,0.1,0.2,0.0,0.2,Neutral,Mid,Right
8298,Vincent Manceau,0.0,0.0,0.0,0.0,0.5,76.7,6.69,2.5,1.0,0.8,0.3,2.6,1.0,0.1,0.5,0.9,0.0,0.6,0.7,37.8,0.4,1.6,0.1,0.3,0.0,0.2,Defensive,Back,Right
8299,Mateo Pavlovic,0.14,0.0,0.41,0.0,0.8,83.9,6.68,0.5,0.9,1.3,0.4,5.0,0.5,0.5,0.2,0.4,0.0,0.1,0.1,37.0,0.0,2.0,0.0,0.0,0.1,0.6,Defensive,Back,Center
8302,Baptiste Santamaria,0.0,0.0,0.21,0.0,0.6,78.9,6.59,1.9,1.4,1.5,0.0,1.6,1.9,0.3,0.7,1.6,0.0,0.8,0.5,37.8,0.1,2.6,0.1,0.5,0.0,0.1,Defensive,Mid,Center
8303,Mehdi Tahrat,0.2,0.0,0.81,0.0,0.7,69.7,6.58,1.0,1.3,2.3,0.0,2.1,0.4,0.1,0.9,1.0,0.0,1.1,0.1,31.6,0.0,1.1,0.0,0.4,0.0,0.3,Defensive,Mid,Center
8305,Prince Oniangue,0.08,0.0,0.0,0.08,1.4,78.8,6.48,1.1,0.8,1.0,0.0,0.4,1.6,0.3,0.5,1.1,0.1,0.7,0.6,24.6,0.1,0.6,0.0,0.4,0.1,0.8,Neutral,Mid,Center
8307,Abdoulaye Bamba,0.0,0.0,0.12,0.0,0.2,79.9,6.4,1.6,0.7,1.2,0.7,2.3,0.8,0.1,0.5,1.0,0.1,0.6,0.4,34.3,0.1,1.1,0.0,0.2,0.0,0.0,Defensive,Back,Left
8308,Enzo Crivelli,0.15,0.05,0.46,0.05,0.8,61.3,6.44,0.7,0.2,1.5,0.0,0.3,0.3,0.0,0.4,1.2,0.3,1.3,0.6,15.3,0.0,0.2,0.0,0.1,0.1,0.7,Attacking,Forward,Center
8317,Dimitri Lienard,0.17,0.17,0.24,0.0,1.6,79.9,7.17,2.3,1.5,0.8,0.0,1.0,1.6,0.1,1.0,1.1,0.0,1.4,1.8,41.6,2.3,4.2,0.0,1.2,0.1,0.2,Neutral,Mid,Center
